nm9423081&Willie Aames&1960
nm9428981&Thu Thuy&
nm9428982&Ingrid Thulin&1929
nm9428983&Bill Thurman&
nm9428984&Theodora Thurman&
nm9428985&Uma Thurman&1971
nm9428986&Tiana&
nm9428987&Lawrence Tibbett&1896
nm9428988&Joseph Ticka&
nm9428989&Cheryl Tiegs&
nm9428990&Gene Tierney&1920
nm9428991&Lawrence Tierney&1919
nm9428992&Zeffie Tilbury&1863
nm9428993&Nadja Tiller&1929
nm9428994&Mel Tillis&
nm9428995&Johnny Tillotson&
nm9428996&Jennifer Tilly&
nm9428997&Meg Tilly&1960
nm9428998&Charlene Tilton&
nm9428999&Martha Tilton&1915
nm9429000&Charles Tingwell&1917
nm9429001&Kenneth Tobey&1919
nm9429002&George Tobias&1901
nm9429003&Oliver Tobias&1947
nm9429004&Dan Tobin&1909
nm9429005&Genevieve Tobin&1901
nm9429006&Ann Todd&1909
nm9429007&Ann Todd&1932
nm9429008&Richard Todd&1919
nm9429009&Thelma Todd&1905
nm9429010&Ugo Tognazzi&1922
nm9429011&Sidney Toler&1878
nm9429012&Marilu Tolo&
nm9429013&Jeana Tomasina&
nm9429014&Marisa Tomei&
nm9429015&Andrew Tombes&1889
nm9429016&Lily Tomlin&1939
nm9429017&David Tomlinson&1917
nm9429018&Franchot Tone&1905
nm9429019&Regis Toomey&1902
nm9429020&Geoffrey Toonen&
nm9429021&Topol&1935
nm9429022&Marta Toren&1926
nm9429023&Mel Torm\'e&1923
nm9429024&David Torrence&1864
nm9429025&Ernest Torrence&1878
nm9429026&Raquel Torres&1908
nm9429027&Toto&
nm9429028&Audrey Totter&1918
nm9429029&Tamara Toumanova&
nm9429030&Harry Townes&
nm9429031&Jill Townsend&
nm9429032&Patrice Townsend&
nm9429033&Stuart Townsend&
nm9429034&J.R. Tozer&
nm9429035&Arthur Tracy&1903
nm9429036&Lee Tracy&1898
nm9429037&Spencer Tracy&1900
nm9429038&William Tracy&1917
nm9429039&Mary Ellen Trainor&
nm9429040&Helen Traubel&1899
nm9429041&Daniel J. Travanti&
nm9429042&Bill Travers&1922
nm9429043&Henry Travers&1874
nm9429044&Jemru Travers&
nm9429045&Linden Travers&1913
nm9429046&Nancy Travis&
nm9429047&Richard Travis&1913
nm9429048&Arthur Treacher&1894
nm9429049&David Tree&1915
nm9429050&Mary Treen&1907
nm9429051&Luis Trenker&1893
nm9429052&Noel Trevarthen&
nm9429053&Austin Trevor&1897
nm9429054&Claire Trevor&1909
nm9429055&Jack Trevor&
nm9429056&Les Tremayne&
nm9429057&Ivan Triesault&1898
nm9429058&Trigger&1932
nm9429059&Tommy Trinder&1909
nm9429060&JeanLouis Trintignant&1930
nm9429061&Jeanne Tripplehorn&1964
nm9429062&Dorothy Tristan&
nm9429063&Massimo Troisi&1953
nm9429064&Judy Trott&
nm9429065&Patrick Troughton&1920
nm9429066&Cecil Trouncer&1898
nm9429067&Charles Trowbridge&1882
nm9429068&Michael Trubshawe&
nm9429069&Ernest Truex&1890
nm9429070&Francois Truffaut&1932
nm9429071&Ralph Truman&1900
nm9429072&Natalie Trundy&
nm9429073&Tom Tryon&1919
nm9429074&Paris Tselios&
nm9429075&Irene Tsu&1943
nm9429076&William Tubbs&1909
nm9429077&Forrest Tucker&1919
nm9429078&Michael Tucker&
nm9429079&Sophie Tucker&1884
nm9429080&Sonny Tufts&1911
nm9429081&Tom Tully&1896
nm9429082&Ann Turkel&
nm9429083&Elizabeth Turner&
nm9429084&Florence Turner&1887
nm9429085&Janine Turner&1964
nm9429086&John Turner&1932
nm9429087&Kathleen Turner&1954
nm9429088&Lana Turner&1920
nm9429089&Tina Turner&
nm9429090&Ben Turpin&1874
nm9429091&Rita Tushingham&1940
nm9429092&Dorothy Tutin&1930
nm9429093&Lurene Tuttle&
nm9429094&Shannon Tweed&
nm9429095&Tracy Tweed&
nm9429096&Helen Twelvetrees&1908
nm9429097&Twiggy&1946
nm9429098&Beverly Tyler&1924
nm9429099&Beverly Tyler&1924
nm9429100&Liv Tyler&
nm9429101&Charles Tyner&
nm9429102&Susan Tyrrell&1946
nm9429103&Cicely Tyson&1933
nm9429104&Margaret Tyzack&1933
nm9429105&Meier Tzelniker&1894
nm9429106&Leslie Uggams&1943
nm9429107&Liv Ullmann&1939
nm9429108&Tracey Ullman&1959
nm9429109&Leonore Ulric&1892
nm9429110&Miyoshi Umeki&1929
nm9429111&Edward Underdown&1908
nm9429112&Mary Ure&1933
nm9429113&Minerva Urecal&1896
nm9429114&Robert Urich&
nm9429115&Robert Urquhart&1922
nm9429116&Peter Ustinov&1921
nm9429117&Badi Uzza&
nm9429118&Brenda Vaccaro&1939
nm9429119&Vera Vague&
nm9429120&Karen Valentine&1948
nm9429121&Rudolph Valentino&1895
nm9429122&Frederick Valk&1901
nm9429123&Rudy Vallee&1901
nm9429124&Alida Valli&1921
nm9429125&Romolo Valli&
nm9429126&Virginia Valli&1898
nm9429127&Raf Vallone&1916
nm9429128&Saverio Vallone&
nm9429129&Bobby Van&1930
nm9429130&Irene Vanbrugh&1872
nm9429131&Vivian Vance&1911
nm9429132&Lee VanCleef&1925
nm9429133&Jose vanDam&
nm9429134&Trish VanDevere&1943
nm9429135&Mamie VanDoren&1933
nm9429136&Barry VanDyke&
nm9429137&Conny VanDyke&
nm9429138&Dick VanDyke&1925
nm9429139&Charles Vanel&1892
nm9429140&Peter VanEyck&1911
nm9429141&John VanEyssen&1925
nm9429142&Jo VanFleet&1919
nm9429143&Kevin VanHentenryck&
nm9429144&Jon VanNess&
nm9429145&Rik VanNutter&
nm9429146&Nina VanPallandt&1932
nm9429147&Dick VanPatten&1928
nm9429148&Jimmie VanPatten&
nm9429149&Joyce VanPatten&1934
nm9429150&Timothy VanPatten&
nm9429151&Vincent VanPatten&
nm9429152&Deborah VanRhyn&
nm9429153&Luis VanRooten&1906
nm9429154&Edward VanSloan&1882
nm9429155&Deborah VanValkenburgh&
nm9429156&Monique VanVooren&
nm9429157&Philip VanZandt&1904
nm9429158&Victor Varconi&1896
nm9429159&Evelyn Varden&1895
nm9429160&Norma Varden&1898
nm9429161&Leonor Varela&1985
nm9429162&Valentina Vargas&
nm9429163&Beatrice Varley&1896
nm9429164&Reg Varney&1922
nm9429165&Diane Varsi&1938
nm9429166&Frankie Vaughan&1928
nm9429167&Martin Vaughn&
nm9429168&Conrad Veidt&1893
nm9429169&Lupe Velez&1908
nm9429170&Reginald VelJohnson&
nm9429171&Evelyn Venable&1913
nm9429172&Amy Veness&1876
nm9429173&Chick Vennera&
nm9429174&Diane Venora&
nm9429175&Wanda Ventham&
nm9429176&Lino Ventura&1919
nm9429177&VeraEllen&1920
nm9429178&Gwen Verdon&1925
nm9429179&Ellen Verdugo&1926
nm9429180&Ben Vereen&1946
nm9429181&Karen Verne&1915
nm9429182&Jerry Verno&1895
nm9429183&Anne Vernon&1925
nm9429184&John Vernon&1935
nm9429185&Wally Vernon&1904
nm9429186&Odile Versois&1930
nm9429187&Verushka&
nm9429188&Virginia Vestoff&
nm9429189&Victoria Vetri&1944
nm9429190&Marcel Vibert&
nm9429191&Martha Vickers&1925
nm9429192&Charles Victor&1896
nm9429193&Henry Victor&1898
nm9429194&Henri Vidal&1919
nm9429195&Florence Vidor&1895
nm9429196&Asia Viera&
nm9429197&Abe Vigoda&1919
nm9429198&Robert Viharo&
nm9429199&Tony Vilar&
nm9429200&Henri Vilbert&
nm9429201&Frank Villard&1917
nm9429202&Herve Villechaize&1943
nm9429203&James Villiers&1933
nm9429204&Jan-Michael Vincent&1944
nm9429205&June Vincent&1919
nm9429206&Helen Vinson&1907
nm9429207&Jesse Vint&
nm9429208&Enzo Vitale&
nm9429209&Mario Vitale&
nm9429210&Milly Vitale&1928
nm9429211&Monica Vitti&1933
nm9429212&Viva&
nm9429213&Ruth Vivian&
nm9429214&Marina Vlady&1938
nm9429215&Karl Michael Vogler&1928
nm9429216&Gian Maria Volonte&1930
nm9429217&Ferdinand vonAlten&
nm9429218&Thomas vonBromssen&
nm9429219&Lenny VonDohlen&
nm9429220&Gustav vonSeyffertitz&1863
nm9429221&Erich VonStroheim&1885
nm9429222&Max vonSydow&1929
nm9429223&Gustav vonWangenheim&
nm9429224&George Voskovec&1905
nm9429225&Frank Vosper&1899
nm9429226&Andreas Voutsina&
nm9429227&Milena Vukotic&
nm9429228&Murvyn Vye&1913
nm9429229&Henry Wadsworth&1902
nm9429230&John Wade&
nm9429231&Russel Wade&
nm9429232&Anthony Wager&1933
nm9429233&Christie Wagner&
nm9429234&Ken Wahl&1956
nm9429235&James Wainwright&
nm9429236&Ralph Waite&1928
nm9429237&Akiko Wakabayashi&
nm9429238&Eijo Wakabayashi&
nm9429239&Duggie Wakefield&1899
nm9429240&Hugh Wakefield&1888
nm9429241&Anton Walbrook&1900
nm9429242&Raymond Walburn&1887
nm9429243&Clint Walker&1927
nm9429244&Helen Walker&1921
nm9429245&Kathryn Walker&
nm9429246&Maggie Walker&
nm9429247&Nancy Walker&1921
nm9429248&Nella Walker&1886
nm9429249&Robert Walker&1914
nm9429250&Robert Walker~jr.&1941
nm9429251&Syd Walker&1887
nm9429252&Tippy Walker&
nm9429253&Zena Walker&1934
nm9429254&Max Wall&
nm9429255&Bill Wallace&
nm9429256&Dee Wallace&
nm9429257&Jean Wallace&1923
nm9429258&Eli Wallach&1915
nm9429259&Bill Wallis&
nm9429260&Shani Wallis&1938
nm9429261&Tom Walls&1883
nm9429262&Hugh Walpole&1884
nm9429263&Dermot Walsh&1924
nm9429264&J.T. Walsh&1944
nm9429265&Kay Walsh&1914
nm9429266&Ray Walston&1917
nm9429267&Jessica Walter&1944
nm9429268&Julie Walter&
nm9429269&Tracey Walter&
nm9429270&Julie Walters&
nm9429271&Thorley Walters&1913
nm9429272&Henry B. Walthall&1878
nm9429273&Sam Wanamaker&1919
nm9429274&Jimmy WangYu&
nm9429275&Fannie Ward&1865
nm9429276&Fred Ward&
nm9429277&Michael Ward&1915
nm9429278&Polly Ward&1908
nm9429279&Rachel Ward&1957
nm9429280&Simon Ward&1920
nm9429281&Jack Warden&1920
nm9429282&Herta Ware&
nm9429283&Andy Warhol&1926
nm9429284&S.J. Warmington&
nm9429285&David Warner&
nm9429286&H.B. Warner&1876
nm9429287&Jack Warner&1894
nm9429288&Marcia Warner&
nm9429289&C. Denier Warren&1889
nm9429290&Fran Warren&
nm9429291&Jennifer Warren&1941
nm9429292&Michael Warren&
nm9429293&Harold Warrender&1903
nm9429294&Ruth Warrick&1915
nm9429295&David Warrilow&
nm9429296&Dionne Warwick&
nm9429297&John Warwich&1905
nm9429298&Richard Warwick&
nm9429299&Robert Warwick&1878
nm9429300&Mona Washbourne&1903
nm9429301&Beverly Washburn&
nm9429302&Bryant Washburn&1988
nm9429303&Denzel Washington&1955
nm9429304&Mavis Washington&
nm9429305&Ted Wass&
nm9429306&Gedde Watanabe&
nm9429307&Dennis Waterman&1948
nm9429308&William Waterman&
nm9429309&Ethel Waters&1896
nm9429310&John Waters&
nm9429311&Russell Waters&1908
nm9429312&Pierre Watkin&1894
nm9429313&Charlene Watkins&
nm9429314&Jack Watling&1923
nm9429315&Bobby Watson&
nm9429316&Bobs Watson&1931
nm9429317&Douglass Watson&
nm9429318&Jack Watson&1921
nm9429319&Lucile Watson&1879
nm9429320&Minor Watson&1889
nm9429321&Robert Watson&1888
nm9429322&Timothy Watson&
nm9429323&Wylie Watson&1889
nm9429324&Richard Wattis&1912
nm9429325&Kristina Wayborn&
nm9429326&David Wayne&1914
nm9429327&E-than Wayne&
nm9429328&John Wayne&1907
nm9429329&Johnny Wayne&
nm9429330&Keith Wayne&
nm9429331&Michael Wayne&
nm9429332&Naunton Wayne&1901
nm9429333&Nina Wayne&
nm9429334&Patrick Wayne&1939
nm9429335&Carl Weathers&
nm9429336&Dennis Weaver&1924
nm9429337&Doodles Weaver&1911
nm9429338&Fritz Weaver&1926
nm9429339&Marjorie Weaver&1913
nm9429340&Alan Webb&1906
nm9429341&Clifton Webb&1893
nm9429342&Jack Webb&1920
nm9429343&Richard Webb&
nm9429344&Robert Webber&1928
nm9429345&Ben Webster&1864
nm9429346&Ann Wedgeworth&
nm9429347&Paul Wegener&1874
nm9429348&Virginia Weidler&1927
nm9429349&Leslie Weiner&
nm9429350&Johnny Weissmuller&1904
nm9429351&Bruce Weitz&
nm9429352&Joseph L. Welch&1891
nm9429353&Mrs. Joseph L. Welch&
nm9429354&Raquel Welch&1940
nm9429355&Tahnee Welch&
nm9429356&Tuesday Weld&1943
nm9429357&Ben Welden&1901
nm9429358&Mary Louise Weller&
nm9429359&Gwen Welles&
nm9429360&Jacqueline Wells&1914
nm9429361&Mel Welles&
nm9429362&Orson Welles&1915
nm9429363&Billy Wells&
nm9429364&Dawn Wells&
nm9429365&Jennifer Wells&
nm9429366&John Wengraf&1897
nm9429367&Klaus Wenneman&
nm9429368&Fritz Wepper&
nm9429369&Oskar Werner&1922
nm9429370&Dick Wessel&1910
nm9429371&Paula Wessely&1908
nm9429372&Dick Wesson&1922
nm9429373&Adam West&1929
nm9429374&Dianne West&
nm9429375&Mae West&1892
nm9429376&Timothy West&1934
nm9429377&John Westbrook&
nm9429378&Gordon Westcott&1903
nm9429379&Helen Westcott&1929
nm9429380&James Westerfield&1912
nm9429381&Helen Westley&1879
nm9429382&Nydia Westman&1902
nm9429383&James Westmoreland&
nm9429384&David Weston&1938
nm9429385&Jack Weston&1926
nm9429386&Margaret Weycherle&
nm9429387&Michael Whalen&1899
nm9429388&Joanne Whalley&1960
nm9429389&Arleen Whelan&1916
nm9429390&Alan Wheatley&1907
nm9429391&Russ Wheeler&
nm9429392&Manning Whiley&1915
nm9429393&Leigh Whipper&1877
nm9429394&Alice White&1907
nm9429395&Carol White&1941
nm9429396&David White&1916
nm9429397&Jessie White&1918
nm9429398&John Sylvester White&
nm9429399&Pearl White&1889
nm9429400&Ruth White&1914
nm9429401&Ted White&
nm9429402&Valerie White&1916
nm9429403&Wilfrid Hyde White&
nm9429404&Billie Whitelaw&1932
nm9429405&Jon Whiteley&1945
nm9429406&Paul Whiteman&1890
nm9429407&Lynn Whitfield&1954
nm9429408&Leonard Whiting&1950
nm9429409&Ernest Whitman&
nm9429410&Mae Whitman&1989
nm9429411&Stuart Whitman&1926
nm9429412&James Whitmore&1921
nm9429413&James Whitmore~jr.&
nm9429414&Peter Whitney&1916
nm9429415&Paul Whitsun-Jones&1923
nm9429416&May Whitty&1865
nm9429417&The Who&
nm9429418&Richard Whorf&1906
nm9429419&Mary Wickes&1916
nm9429420&Richard Widmark&1914
nm9429421&Dorothea Wieck&1908
nm9429422&The Wiere~Brothers&
nm9429423&Lynda Wiesmeyer&
nm9429424&Dianne Wiest&
nm9429425&Collin Wilcox&
nm9429426&Frank Wilcox&1907
nm9429427&Larry Wilcox&
nm9429428&Henry Wilcoxon&1905
nm9429429&Jack Wild&1952
nm9429430&Cornel Wilde&1915
nm9429431&Gene Wilder&1934
nm9429432&Michael Wilding&1912
nm9429433&Estelle Wildwood&
nm9429434&Jan Wiley&
nm9429435&Robert J. Wilke&1911
nm9429436&Jose Wilker&
nm9429437&Joy Wilkerson&
nm9429438&Donna Wilkes&
nm9429439&Fred Willard&
nm9429440&Toyah Willcox&
nm9429441&Warren William&1895
nm9429442&Adam Williams&1929
nm9429443&Bernie Williams&
nm9429444&Bill Williams&1916
nm9429445&Billy-Dee Williams&
nm9429446&Bransby Williams&1870
nm9429447&Cara Williams&1925
nm9429448&Cindy Williams&1948
nm9429449&Eric Bransby Williams&
nm9429450&Emlyn Williams&1905
nm9429451&Esther Williams&1923
nm9429452&Grant Williams&1930
nm9429453&Guinn `Big Boy' Williams&1900
nm9429454&Guy Williams&1924
nm9429455&Harcourt Williams&1880
nm9429456&Hugh Williams&1904
nm9429457&JoBeth Williams&
nm9429458&John Williams&1903
nm9429459&Kathlyn Williams&1888
nm9429460&Kenneth Williams&1926
nm9429461&Paul Williams&1940
nm9429462&Rhys Williams&1892
nm9429463&Robert Williams&1897
nm9429464&Sharon Williams&
nm9429465&Simon Williams&1946
nm9429466&Treat Williams&1952
nm9429467&Nicol Williamson&1939
nm9429468&Noble Willingham&
nm9429469&Austin Willis&
nm9429470&Bruce Willis&1941
nm9429471&Pierre-Richard Willm&
nm9429472&Noel Willman&1918
nm9429473&Dave Willock&1909
nm9429474&Beverly Wills&
nm9429475&Brember Wills&1883
nm9429476&Chill Wills&1903
nm9429477&Douglas Wilmer&1920
nm9429478&Candy Wilson&
nm9429479&Dooley Wilson&1894
nm9429480&Elizabeth Wilson&
nm9429481&Flip Wilson&1933
nm9429482&George Wilson&
nm9429483&Josephine Wilson&
nm9429484&Lambert Wilson&
nm9429485&Lois Wilson&1895
nm9429486&Margery Wilson&
nm9429487&Marie Wilson&1916
nm9429488&Mary Louise Wilson&
nm9429489&Michael G. Wilson&
nm9429490&Trey Wilson&
nm9429491&Paul Winchell&
nm9429492&Walter Winchell&1897
nm9429493&William Windom&1923
nm9429494&Barbara Windsor&1937
nm9429495&Claire Windsor&1898
nm9429496&Marie Windsor&1923
nm9429497&Penelope Windust&
nm9429498&Paul Winfield&1941
nm9429499&Debra Winger&1954
nm9429500&Henry Winkler&1946
nm9429501&Kitty Winn&
nm9429502&Charles Winninger&1884
nm9429503&George Winslow&1946
nm9429504&Philip Winter&
nm9429505&Vincent Winter&1947
nm9429506&Deborah Winters&
nm9429507&Jonathan Winters&1925
nm9429508&Roland Winters&1904
nm9429509&Shelley Winters&1922
nm9429510&Estelle Winwood&1882
nm9429511&Norman Wisdom&1918
nm9429512&Joseph Wiseman&1919
nm9429513&Googie Withers&1917
nm9429514&Grant Withers&1904
nm9429515&Jane Withers&1926
nm9429516&Cora Witherspoon&1890
nm9429517&Michael James Wixted&
nm9429518&Alexander Wolcott&
nm9429519&Michael Wolf&
nm9429520&Allan Wolfe&
nm9429521&Ian Wolfe&1896
nm9429522&Sir Donald Wolfit&1902
nm9429523&Louis Wolheim&1880
nm9429524&Edna May Wonacott&1888
nm9429525&Anna May Wong&1907
nm9429526&Arthur Wontner&1875
nm9429527&Cyndi Wood&
nm9429528&David Wood&
nm9429529&Edward D. Wood~jr.&1924
nm9429530&Gary Wood&
nm9429531&John Wood&1937
nm9429532&Lana Wood&
nm9429533&Natalie Wood&1938
nm9429534&Peggy Wood&1892
nm9429535&Alfre Woodard&
nm9429536&George Woodbridge&1907
nm9429537&Joan Woodbury&1915
nm9429538&Aubrey Woods&1928
nm9429539&Bill Woods&
nm9429540&Donald Woods&1904
nm9429541&James Woods&
nm9429542&Edward Woodward&
nm9429543&Joanne Woodward&1930
nm9429544&Morgan Woodward&
nm9429545&Norman Wooland&1905
nm9429546&Monty Woolley&1888
nm9429547&Hank Worden&1901
nm9429548&Christina World&
nm9429549&Frederick Worlock&1886
nm9429550&Mary Woronov&
nm9429551&Brian Worth&1914
nm9429552&Irene Worth&1916
nm9429553&Fay Wray&1907
nm9429554&John Wray&1890
nm9429555&Marie Wright&
nm9429556&Michael Wright&
nm9429557&Robin Wright&
nm9429558&Teresa Wright&1918
nm9429559&Tony Wright&1925
nm9429560&Will Wright&1894
nm9429561&Vivian Wu&
nm9429562&Maris Wrixon&1917
nm9429563&Jane Wyatt&1912
nm9429564&Margaret Wycherly&1881
nm9429565&Sandy Wyeth&
nm9429566&Richard Wyler&1934
nm9429567&Jane Wyman&1914
nm9429568&Bill Wyman&1939
nm9429569&Stephen Wyman&1963
nm9429570&Patrick Wymark&
nm9429571&Patrice Wymore&1926
nm9429572&Dennis Wyndham&
nm9429573&Ed Wynn&1886
nm9429574&Keenan Wynn&1916
nm9429575&May Wynn&1931
nm9429576&Greg Wynne&
nm9429577&Dana Wynter&1930
nm9429578&Diana Wynyard&1906
nm9429579&Tsutomu Yamazaki&
nm9429580&Jean Yanne&1933
nm9429581&Celeste Yarnall&
nm9429582&Cassie Yates&
nm9429583&Yury Yarvet&
nm9429584&Dick York&1928
nm9429585&Jeff York&
nm9429586&Rebecca York&
nm9429587&Susannah York&1941
nm9429588&Alan Young&1919
nm9429589&Arthur Young&1898
nm9429590&Burt Young&
nm9429591&Carleton Young&1906
nm9429592&Clara Kimball Young&1890
nm9429593&Gig Young&1913
nm9429594&Karen Young&
nm9429595&Loretta Young&1913
nm9429596&Mat Young&
nm9429597&Otis Young&1932
nm9429598&Robert Young&1907
nm9429599&Roland Young&1887
nm9429600&Sean Young&
nm9429601&Skip Young&
nm9429602&Stephen Young&
nm9429603&Tony Young&1932
nm9429604&Victor Sen Young&
nm9429605&Harris Yulin&
nm9429606&Johnny Yune&
nm9429607&Sen Yung&1915
nm9429608&Blanche Yurka&1887
nm9429609&George Zacco&
nm9429610&Pia Zadora&1956
nm9429611&Lenore Zann&
nm9429612&Frank Zappa&
nm9429613&Michael Zaslow&
nm9429614&Suzanne Zenor&
nm9429615&Renee Zellweger&1970
nm9429616&Delphine Zentout&1973
nm9429617&Anthony Zerbe&
nm9429618&Mai Zetterling&1925
nm9429619&Carla Ziegfeld&
nm9429620&Sonja Ziemann&1926
nm9429621&Efrem Zimbalist~Jr.&1918
nm9429622&Laurie Zimmer&
nm9429623&Adrian Zmed&
nm9429624&Vera Zorina&1917
nm9429625&George Zucco&1886
nm9429626&David Zucker&
nm9429627&Jerry Zucker&
nm9429628&Daphne Zuniga&
nm9429629&Frantisek Zvarik&
nm9429630&Darrell Zwerling&
